Observation_SK,Project_Code,Project_Name,Report_Date,Original_Cost,Revised_Cost,Anticipated_Cost,Cumulative_Expenditure,Financial_Progress_Pct,Time_Elapsed_Pct,Schedule_Delay_Months,Target_Is_Delayed
231,,"CONSTRUCTION OF I CONNECTING ROAD FROM Z-MORH TUNNEL TO ZOJILA TUNNEL
ROAD LENGTH 18.475KM AND II 14.150 KM LONG 2-L BI-DIRECTIONAL SINGLE TUBE
ZOJI-LA TUNNEL ACROSS ZOJILA PASS ON SONAMARG - KARGIL SECTION FROM KM
82 TO KM 118 OF NH-01 UNDER PMDP",January 2026,6809.0,6809.0,,3148.0,46.23292700837127,,,0
232,,"6L BRIDGE AND ITS APPROACHES ACROSS RIVER GANGA AS PART OF PATNA RING
ROAD NH-131G STARTING FROM KM 8.480 NEAR SHERPUR TO KM 23.000 NEAR
DIGHWARA",January 2026,6292.0,3352.0,,458.0,13.663484486873509,,,0
233,,GUWAHATI RING ROAD IN THE STATE OF ASSAM,January 2026,5729.0,5729.0,,1.0,0.017455053237912375,,,0
234,,"CONSTRUCTION OF 4-LANE BRIDGE INCLUDING APPROACHES OVER RIVER
BRAHMAPUTRA BETWEEN DHUBRI ON NORTH BANK,ASSAM AND PHULBARI ON
SOUTH BANK,MEGHALAYA ON NH-127B UNDER JICA ODA LOAN ASSISTANCE PHASE-III",January 2026,4997.0,4997.0,,2557.0,51.17070242145287,,,0
235,,"6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF
NH-66",January 2026,4924.0,4919.0,,1669.0,33.92966050010165,,,0
236,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,January 2026,108000.0,108000.0,,86793.0,80.3638888888889,,,0
237,,WESTERN DEDICATED FREIGHT CORRIDOR,January 2026,51101.0,124005.0,,124623.0,100.49836700133059,,,0
238,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,January 2026,38953.0,38953.0,,27546.0,70.71599106615665,,,0
239,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,January 2026,33690.0,33690.0,,3070.0,9.112496289700207,,,0
240,,BANGALORE SUBURBAN RAILWAY PROJECT,January 2026,15767.0,15767.0,,2385.0,15.126530094501172,,,0
241,,NLC TALABIRA THERMAL POWER PROJECT,January 2026,27213.0,27213.0,,2616.0,9.613052585161503,,,0
242,,JAYANT EXPN. [20 TO 38 MTPA],January 2026,25560.0,25560.0,,28.0,0.10954616588419405,,,0
243,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,January 2026,17238.0,21781.0,,20967.0,96.26279785133832,,,0
244,,GEVRA OC [70 MTY],January 2026,11816.0,11816.0,,6822.0,57.73527420446851,,,0
245,,GOPALJI KANIHA OCP [10 TO 30 M,January 2026,8416.0,6108.0,,1751.0,28.667321545514078,,,0
246,,DIBANG MULTIPURPOSE PROJECT,January 2026,31876.0,31876.0,,3933.0,12.338436441209687,,,0
247,,"NABINAGAR SUPER THERMAL POWER PROJECT, STAGE-II [3X800 MW]",January 2026,29948.0,29948.0,,1930.0,6.444503806598104,,,0
248,,RAJASTHAN PART I POWER TRANSMISSION LIMITED,January 2026,25000.0,25000.0,,90.0,0.36,,,0
249,,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE
ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV
NAME POWERGRID WEST CENTRAL TRANSMISSION LIMITED]",January 2026,24819.0,24819.0,,1986.0,8.001934002175751,,,0
250,,"GADARWARA SUPER THERMAL POWER PROJECT, STAGE-II [2X800 MW]",January 2026,20446.0,20446.0,,1230.0,6.015846620365842,,,0
251,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,July 2025,108000.0,108000.0,,78691.0,72.86203703703704,,,0
252,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,July 2025,63246.0,,,47163.0,,,,0
253,,WESTERN DEDICATED FREIGHT CORRIDOR,July 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
254,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,July 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
255,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,July 2025,33690.0,33690.0,,2246.0,6.666666666666667,,,0
256,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",July 2025,43367.0,43367.0,,1789.0,4.125256531464016,,,0
257,,RAJASTHAN REFINERY PROJECT,July 2025,43129.0,72937.0,,59524.0,81.61015671058584,,,0
258,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",July 2025,34627.0,36225.0,,23977.0,66.18909592822637,,,0
259,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,July 2025,34012.0,34012.0,,35498.0,104.36904621898154,,,0
260,,DIBANG MULTIPURPOSE PROJECT,July 2025,31876.0,,,3436.0,,,,0
261,,SARDAR SAROVAR PROJECT,July 2025,20718.0,33413.0,,31768.0,95.07676652799807,,,0
262,,POLAVARAM IRRIGATION PROJECT,July 2025,10151.0,55549.0,,24348.0,43.83157212551081,,,0
263,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,July 2025,8201.0,14730.0,,4559.0,30.950441276306854,,,0
264,,JIGAON IRRIGATION PROJECT,July 2025,7223.0,,,8501.0,,,,0
265,,GOSIKHURD PROJECT,July 2025,7196.0,12770.0,,13533.0,105.97494126859827,,,0
266,,BHARATNET,July 2025,61109.0,188000.0,,41486.0,22.067021276595746,,,0
267,,4G SERVICES BY BSNL,July 2025,28466.0,19592.0,,8333.0,42.532666394446714,,,0
268,,"SATURATION 4G MOBILE COVERAGE OF UNCOVERED VILLAGES
THROUGH USOF",July 2025,26316.0,30620.0,,9292.0,30.346178967994774,,,0
269,,"PLANNING, ENGINEERING, SUPPLY, INSTALLATION, TESTING,
COMMISSIONING, INTEGRATION & ANNUAL MAINTENANCE OF 4G
MOBILE NETWORK AT 1 LAKH SITES ON PAN INDIA BASIS
INCLUDING MUMBAI & DELHI LSA ON TURNKEY BASIS UNDER
PHASE IX.2 PROJECT.",July 2025,24545.0,,,8333.0,,,,0
270,,"PROVISION OF 4G BASED MOBILE SERVICES IN 7,287 UNCOVERED
VILLAGES OF 44 ASPIRATIONAL DISTRICT ACROSS 5 STATES OF
ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MAHARASHTRA
& ODISHA",July 2025,3685.0,,,1101.0,,,,0
271,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",July 2025,32850.0,,,0.0,,,,0
272,,IN-SITU SLUM REDEVELOPMENT PROJECT IN GUJARAT,July 2025,5477.0,,,3036.0,,,,0
273,,EXHIBITION CUM CONVENTION CENTRE DWARKA [PHASE I],July 2025,5178.0,5401.0,,4470.0,82.76245139788928,,,0
274,,AFFORDABLE HOUSING CONSTRUCTION PROJECT IN CHHATTISGARH,July 2025,3798.0,,,2694.0,,,,0
275,,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT",July 2025,2139.0,,,328.0,,,,0
276,,GEVRA OC [70 MTY],July 2025,11816.0,,,5329.0,,,,0
277,,GOPALJI KANIHA OCP [10 TO 30 MTY],July 2025,8416.0,6108.0,,1694.0,27.734119187950228,,,0
278,,KUSMUNDA OC EXPANSION [15 TO 50 MTY],July 2025,7612.0,,,4698.0,,,,0
279,,DIPKA OC,July 2025,7580.0,,,3091.0,,,,0
280,,RPR MAGADH EXP OCP,July 2025,7254.0,,,1535.0,,,,0
281,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,July 2025,108000.0,108000.0,,78691.0,72.86203703703704,,,0
282,,WESTERN DEDICATED FREIGHT CORRIDOR,July 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
283,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,July 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
284,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,July 2025,33690.0,33690.0,,2246.0,6.666666666666667,,,0
285,,BHANUPALLI-BILASPUR-BERI NEW RAILWAY LINE PROJECT,July 2025,13447.0,13447.0,,6391.0,47.52732951587715,,,0
286,,NLC TALABIRA THERMAL POWER PROJECT,July 2025,27213.0,27213.0,,1939.0,7.125271010178959,,,0
287,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,July 2025,17238.0,21781.0,,20135.0,92.44295486892246,,,0
288,,GEVRA OC [70 MTY],July 2025,11816.0,11816.0,,5329.0,45.09986459038592,,,0
289,,GOPALJI KANIHA OCP [10 TO 30 MTY],July 2025,8416.0,6108.0,,1694.0,27.734119187950228,,,0
290,,KUSMUNDA OC EXPANSION [15 TO 50 MTY],July 2025,7612.0,7612.0,,4698.0,61.7183394640042,,,0
291,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",July 2025,43367.0,43367.0,,1789.0,4.125256531464016,,,0
292,,RAJASTHAN REFINERY PROJECT,July 2025,43129.0,72937.0,,59524.0,81.61015671058584,,,0
293,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",July 2025,34627.0,36225.0,,23977.0,66.18909592822637,,,0
294,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,July 2025,34012.0,34012.0,,35498.0,104.36904621898154,,,0
295,,CBR 9 MMTPA PROJECT,July 2025,31580.0,36354.0,,1342.0,3.6914782417340595,,,0
296,,SARDAR SAROVAR PROJECT,July 2025,20718.0,33413.0,,31768.0,95.07676652799807,,,0
297,,POLAVARAM IRRIGATION PROJECT,July 2025,10151.0,55549.0,,24348.0,43.83157212551081,,,0
298,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,July 2025,8201.0,14730.0,,4559.0,30.950441276306854,,,0
299,,JIGAON IRRIGATION PROJECT,July 2025,7223.0,7223.0,,8501.0,117.69347916378237,,,0
300,,GOSIKHURD PROJECT,July 2025,7196.0,12770.0,,13533.0,105.97494126859827,,,0
401,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,March 2026,108000.0,108000.0,,90396.0,83.7,,,0
402,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,March 2026,63246.0,,,32503.0,,,,0
403,,WESTERN DEDICATED FREIGHT CORRIDOR,March 2026,51101.0,124005.0,,124623.0,100.49836700133059,,,0
404,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,March 2026,38953.0,38953.0,,28269.0,72.57207403794315,,,0
405,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,March 2026,33690.0,33690.0,,3486.0,10.347284060552091,,,0
406,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",March 2026,43367.0,43367.0,,4553.0,10.498766343071921,,,0
407,,RAJASTHAN REFINERY PROJECT,March 2026,43129.0,79459.0,,68838.0,86.63335808404334,,,0
408,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",March 2026,34627.0,36225.0,,26553.0,73.30020703933748,,,0
409,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,March 2026,34012.0,34012.0,,32995.0,97.00987886628248,,,0
410,,DIBANG MULTIPURPOSE PROJECT,March 2026,31876.0,,,4541.0,,,,0
411,,KEN-BETWA LINKING DEVELOPMENT PROJECT,March 2026,21030.0,,,8531.0,,,,0
412,,SARDAR SAROVAR PROJECT,March 2026,20718.0,33413.0,,31861.0,95.35510130787418,,,0
413,,POLAVARAM IRRIGATION PROJECT,March 2026,10151.0,55549.0,,26640.0,47.957659003762444,,,0
414,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,March 2026,8201.0,14730.0,,4785.0,32.484725050916495,,,0
415,,JIGAON IRRIGATION PROJECT,March 2026,7223.0,,,9588.0,,,,0
416,,BHARATNET,March 2026,61109.0,188000.0,,46432.0,24.69787234042553,,,0
417,,4G SERVICES BY BSNL,March 2026,28466.0,19592.0,,8471.0,43.23703552470396,,,0
418,,"SATURATION 4G MOBILE COVERAGE OF UNCOVERED VILLAGES
THROUGH USOF",March 2026,26316.0,30620.0,,9792.0,31.979098628347487,,,0
419,,"PLANNING, ENGINEERING, SUPPLY, INSTALLATION, TESTING,
COMMISSIONING, INTEGRATION & ANNUAL MAINTENANCE OF 4G
MOBILE NETWORK AT 1 LAKH SITES ON PAN INDIA BASIS
INCLUDING MUMBAI & DELHI LSA ON TURNKEY BASIS UNDER
PHASE IX.2 PROJECT.",March 2026,24545.0,,,8472.0,,,,0
420,,"PROVISION OF 4G BASED MOBILE SERVICES IN 7,287 UNCOVERED
VILLAGES OF 44 ASPIRATIONAL DISTRICT ACROSS 5 STATES OF
ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MAHARASHTRA
& ODISHA",March 2026,3685.0,,,1451.0,,,,0
421,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",March 2026,32850.0,32841.0,,13886.0,42.28251271276758,,,0
422,,"REDEVELOPMENT OF RESIDENTIAL COLONIES AT AYUR VIGYAN
NAGAR AND WEST ANSARI NAGAR CAMPUSES OF AIIMS, NEW DELHI",March 2026,4441.0,,,25.0,,,,0
423,,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT",March 2026,2139.0,,,754.0,,,,0
424,,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,March 2026,1828.0,2161.0,,1545.0,71.49467838963443,,,0
425,,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,March 2026,1702.0,,,278.0,,,,0
426,,JAYANT EXPN. [20 TO 38 MTPA],March 2026,25560.0,,,94.0,,,,0
427,,GEVRA OC [70 MTY],March 2026,11816.0,,,6905.0,,,,0
428,,GOPALJI KANIHA OCP [10 TO 30 M,March 2026,8416.0,6108.0,,1769.0,28.962017026850035,,,0
429,,RPR MAGADH EXP OCP,March 2026,7254.0,,,1700.0,,,,0
430,,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE,
SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA
COALFIELD- REG.",March 2026,5940.0,,,255.0,,,,0
431,,"CONSTRUCTION OF I CONNECTING ROAD FROM Z-MORH TUNNEL TO ZOJILA TUNNEL
ROAD LENGTH 18.475KM AND II 14.150 KM LONG 2-L BI-DIRECTIONAL SINGLE TUBE
ZOJI-LA TUNNEL ACROSS ZOJILA PASS ON SONAMARG - KARGIL SECTION FROM KM
82 TO KM 118 OF NH-01 UNDER PMDP",March 2026,6809.0,6809.0,,3214.0,47.20223233955059,,,0
432,,"6L BRIDGE AND ITS APPROACHES ACROSS RIVER GANGA AS PART OF PATNA RING
ROAD NH-131G STARTING FROM KM 8.480 NEAR SHERPUR TO KM 23.000 NEAR
DIGHWARA",March 2026,6292.0,3352.0,,502.0,14.976133651551313,,,0
433,,GUWAHATI RING ROAD IN THE STATE OF ASSAM,March 2026,5729.0,5729.0,,2.0,0.03491010647582475,,,0
434,,"CONSTRUCTION OF 4-LANE BRIDGE INCLUDING APPROACHES OVER RIVER
BRAHMAPUTRA BETWEEN DHUBRI ON NORTH BANK,ASSAM AND PHULBARI ON
SOUTH BANK,MEGHALAYA ON NH-127B UNDER JICA ODA LOAN ASSISTANCE PHASE-III",March 2026,4997.0,4997.0,,2808.0,56.193716229737845,,,0
435,,"6L OF RAMANATUKKARA JUNCTION TO START OF VALANCHERY BYPASS SECTION OF
NH-66",March 2026,4924.0,4919.0,,1763.0,35.840618011791015,,,0
436,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,March 2026,108000.0,108000.0,,90396.0,83.7,,,0
437,,WESTERN DEDICATED FREIGHT CORRIDOR,March 2026,51101.0,124005.0,,124623.0,100.49836700133059,,,0
438,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,March 2026,38953.0,38953.0,,28269.0,72.57207403794315,,,0
439,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,March 2026,33690.0,33690.0,,3486.0,10.347284060552091,,,0
440,,BANGALORE SUBURBAN RAILWAY PROJECT,March 2026,15767.0,15767.0,,3183.0,20.187733874548105,,,0
441,,NLC TALABIRA THERMAL POWER PROJECT,March 2026,27213.0,27213.0,,3451.0,12.681439018116341,,,0
442,,JAYANT EXPN. [20 TO 38 MTPA],March 2026,25560.0,25560.0,,94.0,0.3677621283255086,,,0
443,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,March 2026,17238.0,21781.0,,21129.0,97.00656535512603,,,0
444,,GEVRA OC [70 MTY],March 2026,11816.0,11816.0,,6905.0,58.437711577522,,,0
445,,GOPALJI KANIHA OCP [10 TO 30 M,March 2026,8416.0,6108.0,,1769.0,28.962017026850035,,,0
446,,DIBANG MULTIPURPOSE PROJECT,March 2026,31876.0,31876.0,,4541.0,14.245827581879784,,,0
447,,"NABINAGAR SUPER THERMAL POWER PROJECT, STAGE-II [3X800 MW]",March 2026,29948.0,29948.0,,2547.0,8.504741552023507,,,0
448,,RAJASTHAN PART I POWER TRANSMISSION LIMITED,March 2026,25000.0,25000.0,,227.0,0.9079999999999999,,,0
449,,"TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE
ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV
NAME POWERGRID WEST CENTRAL TRANSMISSION LIMITED]",March 2026,24819.0,24819.0,,2259.0,9.101897739634957,,,0
450,,"GADARWARA SUPER THERMAL POWER PROJECT, STAGE-II [2X800 MW]",March 2026,20446.0,20446.0,,1618.0,7.913528318497505,,,0
501,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,November 2025,108000.0,108000.0,,84200.0,77.96296296296296,,,0
502,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,November 2025,63246.0,,,29336.0,,,,0
503,,WESTERN DEDICATED FREIGHT CORRIDOR,November 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
504,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,November 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
505,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,November 2025,33690.0,33690.0,,2805.0,8.325912733748888,,,0
506,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",November 2025,43367.0,43367.0,,2033.0,4.6878963267000255,,,0
507,,RAJASTHAN REFINERY PROJECT,November 2025,43129.0,79459.0,,62888.0,79.14521954718786,,,0
508,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",November 2025,34627.0,36225.0,,27366.0,75.54451345755695,,,0
509,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,November 2025,34012.0,34012.0,,32250.0,94.81947547924263,,,0
510,,DIBANG MULTIPURPOSE PROJECT,November 2025,31876.0,,,3777.0,,,,0
511,,SARDAR SAROVAR PROJECT,November 2025,20718.0,33413.0,,31861.0,95.35510130787418,,,0
512,,POLAVARAM IRRIGATION PROJECT,November 2025,10151.0,55549.0,,25292.0,45.53097265477326,,,0
513,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,November 2025,8201.0,14730.0,,4665.0,31.67006109979633,,,0
514,,JIGAON IRRIGATION PROJECT,November 2025,7223.0,,,9035.0,,,,0
515,,GOSIKHURD PROJECT,November 2025,7196.0,12770.0,,13838.0,108.36335160532498,,,0
516,,BHARATNET,November 2025,61109.0,188000.0,,46432.0,24.69787234042553,,,0
517,,4G SERVICES BY BSNL,November 2025,28466.0,19592.0,,8471.0,43.23703552470396,,,0
518,,"SATURATION 4G MOBILE COVERAGE OF UNCOVERED VILLAGES
THROUGH USOF",November 2025,26316.0,30620.0,,9792.0,31.979098628347487,,,0
519,,"PLANNING, ENGINEERING, SUPPLY, INSTALLATION, TESTING,
COMMISSIONING, INTEGRATION & ANNUAL MAINTENANCE OF 4G
MOBILE NETWORK AT 1 LAKH SITES ON PAN INDIA BASIS
INCLUDING MUMBAI & DELHI LSA ON TURNKEY BASIS UNDER
PHASE IX.2 PROJECT.",November 2025,24545.0,,,8472.0,,,,0
520,,"PROVISION OF 4G BASED MOBILE SERVICES IN 7,287 UNCOVERED
VILLAGES OF 44 ASPIRATIONAL DISTRICT ACROSS 5 STATES OF
ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MAHARASHTRA
& ODISHA",November 2025,3685.0,,,1203.0,,,,0
521,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",November 2025,32850.0,,,0.0,,,,0
522,,"REDEVELOPMENT OF RESIDENTIAL COLONIES AT AYUR VIGYAN
NAGAR AND WEST ANSARI NAGAR CAMPUSES OF AIIMS, NEW DELHI",November 2025,4441.0,,,25.0,,,,0
523,,"KRISHNAPATNAM NODE - PHASE 1 - ROADS AND SERVICES
DEVELOPMENT",November 2025,2139.0,,,503.0,,,,0
524,,AIIMS KASHMIR AT AWANTIPORA JAMMU & KASHMIR,November 2025,1828.0,2161.0,,1355.0,62.70245256825544,,,0
525,,TUMAKURU NODE - PHASE 1 - ROADS AND SERVICES DEVELOPMENT,November 2025,1702.0,,,153.0,,,,0
526,,GEVRA OC [70 MTY],November 2025,11816.0,,,6711.0,,,,0
527,,GOPALJI KANIHA OCP [10 TO 30 M,November 2025,8416.0,6108.0,,1742.0,28.519973804846106,,,0
528,,RPR MAGADH EXP OCP,November 2025,7254.0,,,1601.0,,,,0
529,,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE,
SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA
COALFIELD- REG.",November 2025,5940.0,,,1.0,,,,0
530,,BLOCK E OCP,November 2025,5851.0,,,20.0,,,,0
531,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,November 2025,108000.0,108000.0,,84200.0,77.96296296296296,,,0
532,,WESTERN DEDICATED FREIGHT CORRIDOR,November 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
533,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,November 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
534,,MUMBAI URBAN TRANSPORT PROJECT [MUTP] PHASE-IIIA,November 2025,33690.0,33690.0,,2805.0,8.325912733748888,,,0
535,,JIRIBAM-IMPHAL NEW LINE PROJECT,November 2025,14323.0,21886.0,,15782.0,72.11002467330714,,,0
536,,NLC TALABIRA THERMAL POWER PROJECT,November 2025,27213.0,27213.0,,2551.0,9.374196156248852,,,0
537,,GHATAMPUR THERMAL POWER PLANT 3 X 660 MW,November 2025,17238.0,21781.0,,20711.0,95.08746154905651,,,0
538,,GEVRA OC [70 MTY],November 2025,11816.0,11816.0,,6711.0,56.79587000677048,,,0
539,,GOPALJI KANIHA OCP [10 TO 30 M,November 2025,8416.0,6108.0,,1742.0,28.519973804846106,,,0
540,,RPR MAGADH EXP OCP,November 2025,7254.0,7254.0,,1601.0,22.070581748001104,,,0
541,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",November 2025,43367.0,43367.0,,2033.0,4.6878963267000255,,,0
542,,RAJASTHAN REFINERY PROJECT,November 2025,43129.0,79459.0,,62888.0,79.14521954718786,,,0
543,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",November 2025,34627.0,36225.0,,27366.0,75.54451345755695,,,0
544,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,November 2025,34012.0,34012.0,,32250.0,94.81947547924263,,,0
545,,CBR 9 MMTPA PROJECT,November 2025,31580.0,36354.0,,1398.0,3.8455190625515763,,,0
546,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,November 2025,63246.0,63246.0,,29336.0,46.38396104101445,,,0
547,,"REDEVELOPMENT OF SEVEN GENERAL POOL RESIDENTIAL
ACCOMMODATION [GPRA] COLONIES IN DELHI",November 2025,32850.0,32850.0,,0.0,,,,0
548,,DELHI-GHAZIABAD-MEERUT REGIONAL RAPID TRANSIT SYSTEM [RRTS] CORRIDOR,November 2025,30274.0,30274.0,,27061.0,89.3869326815089,,,0
549,,CONSTRUCTION OF BANGALORE METRO RAIL PROJECT PHASE 2.,November 2025,26405.0,30695.0,,29668.0,96.65417820491938,,,0
550,,DMRTS PHASE - IV [3 PRIORITY CORRIDORS],November 2025,24949.0,24949.0,,18022.0,72.23536013467474,,,0
551,,GODHANI-KALUMNA CHORD 13.7 KM,October 2025,150000.0,,,1940.0,,,,0
552,,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,October 2025,108000.0,108000.0,,82968.0,76.82222222222222,,,0
553,,CHENNAI METRO RAIL PHASE-II DEVELOPMENT PROJECT,October 2025,63246.0,,,28779.0,,,,0
554,,WESTERN DEDICATED FREIGHT CORRIDOR,October 2025,51101.0,124005.0,,124623.0,100.49836700133059,,,0
555,,RISHIKESH-KARNAPRAYAG NEW RAIL LINE- 125 KM,October 2025,38953.0,38953.0,,24645.0,63.26855441172695,,,0
556,,"ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING
DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF
REFINERY",October 2025,43367.0,43367.0,,1955.0,4.508036064288514,,,0
557,,RAJASTHAN REFINERY PROJECT,October 2025,43129.0,79459.0,,61927.0,77.9357907851848,,,0
558,,"CAPACITY EXPANSION OF PANIPAT REFINERY FROM 15 TO 25
MMTPA",October 2025,34627.0,36225.0,,26555.0,73.30572808833679,,,0
559,,KG-DWN-98/2 CLUSTER - II DEVELOPMENT PROJECT - NELP BLOCK,October 2025,34012.0,34012.0,,32184.0,94.6254263201223,,,0
560,,DIBANG MULTIPURPOSE PROJECT,October 2025,31876.0,,,3709.0,,,,0
561,,SARDAR SAROVAR PROJECT,October 2025,20718.0,33413.0,,31861.0,95.35510130787418,,,0
562,,POLAVARAM IRRIGATION PROJECT,October 2025,10151.0,55549.0,,24838.0,44.71367621379323,,,0
563,,J. CHOKKA RAO DEVADULA LIFT IRRIGATION SCHEME,October 2025,8201.0,14730.0,,4665.0,31.67006109979633,,,0
564,,JIGAON IRRIGATION PROJECT,October 2025,7223.0,,,8723.0,,,,0
565,,GOSIKHURD PROJECT,October 2025,7196.0,12770.0,,13765.0,107.79169929522318,,,0
566,,BHARATNET,October 2025,61109.0,188000.0,,46432.0,24.69787234042553,,,0
567,,4G SERVICES BY BSNL,October 2025,28466.0,19592.0,,8419.0,42.971621069824415,,,0
568,,"SATURATION 4G MOBILE COVERAGE OF UNCOVERED VILLAGES
THROUGH USOF",October 2025,26316.0,30620.0,,9792.0,31.979098628347487,,,0
